Job Title,Job Description,Platform,OnSite/Remote/Hybrid,Country,Salary Min,Salary Max,Candidates,Company,Selected_for_interview,Rejected,Hired,Started,Role_start_date,Candidate_start_date,Started Salary,Currency,Over_budget,Recruiter,Hiring Manager,Language required
Frontend Developer,"As a Frontend Developer, you will be responsible for creating user-facing features for web applications. You will work closely with UX/UI designers to implement modern designs and ensure a smooth user experience. Your main focus will be on writing clean and efficient code using technologies such as HTML, CSS, and JavaScript (React, Angular, or Vue). You should have a solid understanding of cross-browser compatibility, responsive design, and web performance optimization.",LinkedIn,Hybrid,Bulgaria,2200,5700,11,Adobe,9,6,3,1,12/20/2024,10/20/2025,2586,BGN,No,Dimitar Ionescu,Dan Radu,English
Full Stack Developer,"A Full Stack Developer is responsible for both the frontend and backend development of web applications. You will work on server-side logic, database management, and user interface design. Expertise in both frontend technologies (HTML, CSS, JavaScript) and backend languages (such as Node.js, Python, or Java) is essential. This role requires an understanding of RESTful APIs, databases, and cloud platforms to deliver scalable and reliable applications.",LinkedIn,Remote,Romania,5000,10000,92,Atos,74,52,22,6,4/17/2024,11/17/2024,5047,RON,No,Dimitar Kirov,Dan Radu,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",bestjobs.eu,Remote,Bulgaria,2500,6200,46,Eviden,37,26,11,3,9/24/2024,12/28/2024,4390,BGN,No,Dimitar Marin,Dan Stoica,English
DevOps Engineer,"As a DevOps Engineer, your role will involve automating and optimizing processes to support continuous integration and continuous deployment (CI/CD) pipelines. You will work closely with development and operations teams to ensure seamless development workflows and maintain robust production systems. Familiarity with tools like Docker, Kubernetes, Jenkins, and Terraform is required, along with experience in cloud computing (AWS, Azure, GCP) and infrastructure-as-code practices.",LinkedIn,Onsite,Bulgaria,2600,8300,24,NTT Data,19,13,6,1,12/29/2024,12/13/2025,3368,BGN,No,Dimitar Marin,Dan Stoyanov,English
Frontend Developer,"As a Frontend Developer, you will be responsible for creating user-facing features for web applications. You will work closely with UX/UI designers to implement modern designs and ensure a smooth user experience. Your main focus will be on writing clean and efficient code using technologies such as HTML, CSS, and JavaScript (React, Angular, or Vue). You should have a solid understanding of cross-browser compatibility, responsive design, and web performance optimization.",Google,Remote,Romania,4000,10000,61,Accenture,49,34,15,4,6/26/2024,8/6/2024,4337,RON,No,Dimitar Nistor,Dan Stoyanov,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",Google,Onsite,Bulgaria,2500,6200,25,Salesforce,20,14,6,2,12/3/2024,8/11/2025,3016,BGN,No,Dimitar Petrov,Dan Todorov,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",Jobs.bg,Remote,Bulgaria,2500,6200,24,Dell Technologies,19,13,6,1,9/24/2024,11/10/2024,2522,BGN,No,Dimitar Petrov,Dan Todorov,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",Jobs.bg,Remote,Bulgaria,2300,4800,27,Hewlett Packard,22,15,6,2,12/28/2024,12/17/2025,3743,BGN,No,Dimitar Petrov,Dan Todorov,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",bestjobs.eu,Remote,Bulgaria,2300,4800,43,TCS,34,24,10,3,1/29/2024,9/29/2024,2841,BGN,No,Dimitar Radu,Dan Todorov,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",Google,Onsite,Romania,4500,9500,88,Capgemini,70,49,21,5,9/29/2024,12/27/2024,8080,RON,No,Dimitar Radu,Dan Vasiliev,English
Full Stack Developer,"A Full Stack Developer is responsible for both the frontend and backend development of web applications. You will work on server-side logic, database management, and user interface design. Expertise in both frontend technologies (HTML, CSS, JavaScript) and backend languages (such as Node.js, Python, or Java) is essential. This role requires an understanding of RESTful APIs, databases, and cloud platforms to deliver scalable and reliable applications.",Jobs.bg,Hybrid,Bulgaria,3000,5000,63,DXC Technology,50,35,15,4,9/7/2024,12/4/2024,4643,BGN,No,Dimitar Stoica,Dan Vasiliev,English
Backend Developer,"The Backend Developer will be responsible for building and maintaining the server-side components of web applications. You will design and implement APIs, handle database interactions, and ensure high performance and scalability. Strong knowledge of backend languages such as Java, Python, Node.js, or Ruby, along with experience in working with databases (SQL or NoSQL), is essential for this role.",Jobs.bg,Remote,Romania,4500,9500,64,Infosys,51,36,15,4,4/4/2024,9/18/2024,4605,RON,No,Dimitar Stoica,Dan Vasiliev,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",bestjobs.eu,Onsite,Romania,4500,9500,16,Cognizant,13,9,4,1,9/28/2024,12/12/2024,6342,RON,No,Dimitar Stoica,Dan Vasiliev,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",bestjobs.eu,Onsite,Bulgaria,2500,6200,24,Fujitsu,19,13,6,1,6/21/2024,12/10/2024,3829,BGN,No,Dimitar Stoyanov,Dimitar Borisov,English
Full Stack Developer,"A Full Stack Developer is responsible for both the frontend and backend development of web applications. You will work on server-side logic, database management, and user interface design. Expertise in both frontend technologies (HTML, CSS, JavaScript) and backend languages (such as Node.js, Python, or Java) is essential. This role requires an understanding of RESTful APIs, databases, and cloud platforms to deliver scalable and reliable applications.",LinkedIn,Remote,Bulgaria,3000,5000,50,VMware,40,28,12,3,7/26/2024,12/21/2024,5851,BGN,Yes,Dimitar Todorov,Dimitar Borisov,English
Backend Developer,"The Backend Developer will be responsible for building and maintaining the server-side components of web applications. You will design and implement APIs, handle database interactions, and ensure high performance and scalability. Strong knowledge of backend languages such as Java, Python, Node.js, or Ruby, along with experience in working with databases (SQL or NoSQL), is essential for this role.",Google,Onsite,Romania,4500,9500,78,SAP,62,44,19,5,8/25/2024,11/29/2024,4677,RON,No,Dimitar Toma,Dimitar Constantin,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",Google,Onsite,Romania,4500,9500,5,Hitachi,4,3,1,0,4/27/2024,12/5/2024,6490,RON,No,Dimitar Toma,Dimitar Dimov,English
Frontend Developer,"As a Frontend Developer, you will be responsible for creating user-facing features for web applications. You will work closely with UX/UI designers to implement modern designs and ensure a smooth user experience. Your main focus will be on writing clean and efficient code using technologies such as HTML, CSS, and JavaScript (React, Angular, or Vue). You should have a solid understanding of cross-browser compatibility, responsive design, and web performance optimization.",bestjobs.eu,Hybrid,Bulgaria,2200,5700,72,Nokia,58,40,17,4,12/12/2024,5/13/2025,3275,BGN,No,Dimitar Vasiliev,Dimitar Dumitru,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",LinkedIn,Hybrid,Romania,4500,9500,62,Ericsson,50,35,15,4,8/16/2024,10/20/2024,4980,RON,No,Dimitar Vasiliev,Dimitar Georgescu,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",Jobs.bg,Hybrid,Romania,4500,9500,19,Wipro,15,11,5,1,11/28/2024,12/30/2024,5975,RON,No,Florin Borisov,Dimitar Georgiev,English
DevOps Engineer,"As a DevOps Engineer, your role will involve automating and optimizing processes to support continuous integration and continuous deployment (CI/CD) pipelines. You will work closely with development and operations teams to ensure seamless development workflows and maintain robust production systems. Familiarity with tools like Docker, Kubernetes, Jenkins, and Terraform is required, along with experience in cloud computing (AWS, Azure, GCP) and infrastructure-as-code practices.",ejobs.ro,Hybrid,Romania,4500,9500,34,VMware,27,19,8,2,10/18/2024,12/9/2024,7427,RON,No,Florin Constantin,Dimitar Georgiev,English
Frontend Developer,"As a Frontend Developer, you will be responsible for creating user-facing features for web applications. You will work closely with UX/UI designers to implement modern designs and ensure a smooth user experience. Your main focus will be on writing clean and efficient code using technologies such as HTML, CSS, and JavaScript (React, Angular, or Vue). You should have a solid understanding of cross-browser compatibility, responsive design, and web performance optimization.",LinkedIn,Hybrid,Bulgaria,2200,5700,2,Red Hat,2,1,0,0,8/4/2024,10/25/2024,3127,BGN,No,Florin Dimov,Dimitar Georgiev,English
Frontend Developer,"As a Frontend Developer, you will be responsible for creating user-facing features for web applications. You will work closely with UX/UI designers to implement modern designs and ensure a smooth user experience. Your main focus will be on writing clean and efficient code using technologies such as HTML, CSS, and JavaScript (React, Angular, or Vue). You should have a solid understanding of cross-browser compatibility, responsive design, and web performance optimization.",Jobs.bg,Remote,Bulgaria,2200,5700,86,ServiceNow,69,48,21,5,2/7/2024,11/5/2024,2570,BGN,No,Florin Dumitru,Dimitar Ionescu,English
Frontend Developer,"As a Frontend Developer, you will be responsible for creating user-facing features for web applications. You will work closely with UX/UI designers to implement modern designs and ensure a smooth user experience. Your main focus will be on writing clean and efficient code using technologies such as HTML, CSS, and JavaScript (React, Angular, or Vue). You should have a solid understanding of cross-browser compatibility, responsive design, and web performance optimization.",Google,Remote,Romania,4000,10000,88,LG Electronics,16,11,5,1,5/12/2024,8/19/2024,7821,RON,No,Florin Georgiev,Dimitar Ionescu,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",Jobs.bg,Remote,Bulgaria,2300,4800,58,Google,46,32,14,4,5/13/2024,11/12/2024,3544,BGN,No,Florin Ionescu,Dimitar Marin,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",bestjobs.eu,Remote,Bulgaria,2300,4800,49,Microsoft,39,27,12,3,7/29/2024,12/19/2024,2749,BGN,No,Florin Ivanov,Dimitar Marin,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",bestjobs.eu,Onsite,Bulgaria,2300,4800,75,Apple,60,42,18,5,9/26/2024,12/4/2024,4058,BGN,No,Florin Ivanov,Dimitar Marin,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",LinkedIn,Hybrid,Bulgaria,2500,6200,44,IBM,35,25,11,3,9/6/2024,12/19/2024,3646,BGN,No,Florin Kirov,Dimitar Nikolov,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",Jobs.bg,Hybrid,Romania,4500,9500,41,Amazon,33,23,10,3,8/17/2024,11/2/2024,7608,RON,No,Florin Kirov,Dimitar Nikolov,English
Backend Developer,"The Backend Developer will be responsible for building and maintaining the server-side components of web applications. You will design and implement APIs, handle database interactions, and ensure high performance and scalability. Strong knowledge of backend languages such as Java, Python, Node.js, or Ruby, along with experience in working with databases (SQL or NoSQL), is essential for this role.",ejobs.ro,Onsite,Bulgaria,2300,7500,9,Cisco,7,5,2,1,10/12/2024,12/11/2024,2757,BGN,No,Florin Kirov,Dimitar Nistor,English
DevOps Engineer,"As a DevOps Engineer, your role will involve automating and optimizing processes to support continuous integration and continuous deployment (CI/CD) pipelines. You will work closely with development and operations teams to ensure seamless development workflows and maintain robust production systems. Familiarity with tools like Docker, Kubernetes, Jenkins, and Terraform is required, along with experience in cloud computing (AWS, Azure, GCP) and infrastructure-as-code practices.",ejobs.ro,Onsite,Romania,4500,9500,93,Oracle,74,52,22,6,4/25/2024,6/26/2024,6335,RON,No,Florin Marin,Dimitar Nistor,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",LinkedIn,Hybrid,Romania,4500,9500,57,Intel,46,32,14,4,4/9/2024,10/3/2024,6140,RON,No,Florin Marin,Dimitar Popescu,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",bestjobs.eu,Remote,Romania,4500,9500,42,SAP,34,24,10,3,12/31/2024,6/29/2025,8913,RON,No,Florin Marin,Dimitar Popescu,English
Backend Developer,"The Backend Developer will be responsible for building and maintaining the server-side components of web applications. You will design and implement APIs, handle database interactions, and ensure high performance and scalability. Strong knowledge of backend languages such as Java, Python, Node.js, or Ruby, along with experience in working with databases (SQL or NoSQL), is essential for this role.",Google,Onsite,Romania,4500,9500,80,Adobe,64,45,19,5,5/23/2024,7/1/2024,5630,RON,No,Florin Nistor,Dimitar Stoica,English
Full Stack Developer,"A Full Stack Developer is responsible for both the frontend and backend development of web applications. You will work on server-side logic, database management, and user interface design. Expertise in both frontend technologies (HTML, CSS, JavaScript) and backend languages (such as Node.js, Python, or Java) is essential. This role requires an understanding of RESTful APIs, databases, and cloud platforms to deliver scalable and reliable applications.",ejobs.ro,Remote,Bulgaria,3000,5000,47,Atos,38,26,11,3,10/9/2024,12/20/2024,5791,BGN,Yes,Florin Nistor,Dimitar Stoyanov,English
Backend Developer,"The Backend Developer will be responsible for building and maintaining the server-side components of web applications. You will design and implement APIs, handle database interactions, and ensure high performance and scalability. Strong knowledge of backend languages such as Java, Python, Node.js, or Ruby, along with experience in working with databases (SQL or NoSQL), is essential for this role.",Jobs.bg,Onsite,Bulgaria,2300,7500,9,Eviden,7,5,2,1,11/14/2024,12/20/2024,3411,BGN,No,Florin Nistor,Dimitar Stoyanov,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",Google,Hybrid,Romania,4500,9500,57,NTT Data,46,32,14,4,5/26/2024,8/4/2024,6827,RON,No,Florin Popescu,Dimitar Todorov,English
DevOps Engineer,"As a DevOps Engineer, your role will involve automating and optimizing processes to support continuous integration and continuous deployment (CI/CD) pipelines. You will work closely with development and operations teams to ensure seamless development workflows and maintain robust production systems. Familiarity with tools like Docker, Kubernetes, Jenkins, and Terraform is required, along with experience in cloud computing (AWS, Azure, GCP) and infrastructure-as-code practices.",Jobs.bg,Onsite,Bulgaria,2600,8300,68,Accenture,54,38,16,4,9/11/2024,12/29/2024,3862,BGN,No,Florin Popescu,Dimitar Todorov,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",LinkedIn,Hybrid,Romania,4500,9500,8,Salesforce,6,4,2,0,11/8/2024,12/11/2024,8392,RON,No,Florin Popescu,Dimitar Toma,English
Backend Developer,"The Backend Developer will be responsible for building and maintaining the server-side components of web applications. You will design and implement APIs, handle database interactions, and ensure high performance and scalability. Strong knowledge of backend languages such as Java, Python, Node.js, or Ruby, along with experience in working with databases (SQL or NoSQL), is essential for this role.",bestjobs.eu,Onsite,Bulgaria,2300,7500,88,Dell Technologies,70,49,21,5,6/2/2024,9/23/2024,3760,BGN,No,Florin Popescu,Dimitar Vasiliev,English
DevOps Engineer,"As a DevOps Engineer, your role will involve automating and optimizing processes to support continuous integration and continuous deployment (CI/CD) pipelines. You will work closely with development and operations teams to ensure seamless development workflows and maintain robust production systems. Familiarity with tools like Docker, Kubernetes, Jenkins, and Terraform is required, along with experience in cloud computing (AWS, Azure, GCP) and infrastructure-as-code practices.",Jobs.bg,Onsite,Bulgaria,2600,8300,43,Hewlett Packard,34,24,10,3,9/21/2024,11/25/2024,3445,BGN,No,Florin Radu,Florin Constantin,English
Frontend Developer,"As a Frontend Developer, you will be responsible for creating user-facing features for web applications. You will work closely with UX/UI designers to implement modern designs and ensure a smooth user experience. Your main focus will be on writing clean and efficient code using technologies such as HTML, CSS, and JavaScript (React, Angular, or Vue). You should have a solid understanding of cross-browser compatibility, responsive design, and web performance optimization.",bestjobs.eu,Hybrid,Bulgaria,2200,5700,80,TCS,64,45,19,5,1/24/2024,3/18/2024,3827,BGN,No,Florin Todorov,Florin Constantin,English
Full Stack Developer,"A Full Stack Developer is responsible for both the frontend and backend development of web applications. You will work on server-side logic, database management, and user interface design. Expertise in both frontend technologies (HTML, CSS, JavaScript) and backend languages (such as Node.js, Python, or Java) is essential. This role requires an understanding of RESTful APIs, databases, and cloud platforms to deliver scalable and reliable applications.",LinkedIn,Hybrid,Romania,5000,10000,79,Capgemini,63,44,19,5,7/30/2024,12/24/2024,9329,RON,No,Florin Todorov,Florin Dimov,English
Frontend Developer,"As a Frontend Developer, you will be responsible for creating user-facing features for web applications. You will work closely with UX/UI designers to implement modern designs and ensure a smooth user experience. Your main focus will be on writing clean and efficient code using technologies such as HTML, CSS, and JavaScript (React, Angular, or Vue). You should have a solid understanding of cross-browser compatibility, responsive design, and web performance optimization.",Jobs.bg,Remote,Romania,4000,10000,10,DXC Technology,8,6,2,1,6/10/2024,11/16/2024,6276,RON,No,George Constantin,Florin Dimov,English
Full Stack Developer,"A Full Stack Developer is responsible for both the frontend and backend development of web applications. You will work on server-side logic, database management, and user interface design. Expertise in both frontend technologies (HTML, CSS, JavaScript) and backend languages (such as Node.js, Python, or Java) is essential. This role requires an understanding of RESTful APIs, databases, and cloud platforms to deliver scalable and reliable applications.",Google,Hybrid,Romania,5000,10000,8,Infosys,6,4,2,0,9/16/2024,12/19/2024,6105,RON,No,George Dimov,Florin Dimov,English
DevOps Engineer,"As a DevOps Engineer, your role will involve automating and optimizing processes to support continuous integration and continuous deployment (CI/CD) pipelines. You will work closely with development and operations teams to ensure seamless development workflows and maintain robust production systems. Familiarity with tools like Docker, Kubernetes, Jenkins, and Terraform is required, along with experience in cloud computing (AWS, Azure, GCP) and infrastructure-as-code practices.",Google,Remote,Bulgaria,2600,8300,88,Cognizant,70,49,21,5,5/9/2024,11/17/2024,3583,BGN,No,George Dumitru,Florin Dumitru,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",bestjobs.eu,Onsite,Romania,4500,9500,74,Fujitsu,59,41,18,5,5/20/2024,10/30/2024,6059,RON,No,George Georgescu,Florin Ionescu,English
Full Stack Developer,"A Full Stack Developer is responsible for both the frontend and backend development of web applications. You will work on server-side logic, database management, and user interface design. Expertise in both frontend technologies (HTML, CSS, JavaScript) and backend languages (such as Node.js, Python, or Java) is essential. This role requires an understanding of RESTful APIs, databases, and cloud platforms to deliver scalable and reliable applications.",ejobs.ro,Hybrid,Bulgaria,3000,5000,92,VMware,74,52,22,6,10/26/2024,12/14/2024,4752,BGN,No,George Ionescu,Florin Ivanov,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",LinkedIn,Remote,Bulgaria,2500,6200,96,SAP,77,54,23,6,1/25/2024,8/8/2024,3859,BGN,No,George Kirov,Florin Ivanov,English
Frontend Developer,"As a Frontend Developer, you will be responsible for creating user-facing features for web applications. You will work closely with UX/UI designers to implement modern designs and ensure a smooth user experience. Your main focus will be on writing clean and efficient code using technologies such as HTML, CSS, and JavaScript (React, Angular, or Vue). You should have a solid understanding of cross-browser compatibility, responsive design, and web performance optimization.",Jobs.bg,Onsite,Bulgaria,2200,5700,100,Hitachi,80,56,24,6,3/1/2024,9/23/2024,2797,BGN,No,George Marin,Florin Kirov,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",Google,Remote,Bulgaria,2300,4800,73,Nokia,34,24,10,3,10/30/2024,12/31/2024,3457,BGN,No,George Marin,Florin Marin,English
Full Stack Developer,"A Full Stack Developer is responsible for both the frontend and backend development of web applications. You will work on server-side logic, database management, and user interface design. Expertise in both frontend technologies (HTML, CSS, JavaScript) and backend languages (such as Node.js, Python, or Java) is essential. This role requires an understanding of RESTful APIs, databases, and cloud platforms to deliver scalable and reliable applications.",ejobs.ro,Onsite,Romania,5000,10000,94,Ericsson,75,53,23,6,11/27/2024,12/30/2024,5019,RON,No,George Nikolov,Florin Marin,English
DevOps Engineer,"As a DevOps Engineer, your role will involve automating and optimizing processes to support continuous integration and continuous deployment (CI/CD) pipelines. You will work closely with development and operations teams to ensure seamless development workflows and maintain robust production systems. Familiarity with tools like Docker, Kubernetes, Jenkins, and Terraform is required, along with experience in cloud computing (AWS, Azure, GCP) and infrastructure-as-code practices.",Google,Remote,Romania,4500,9500,100,Wipro,80,56,24,6,9/23/2024,12/23/2024,6639,RON,No,George Nistor,Florin Nikolov,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",Google,Hybrid,Romania,4500,9500,90,VMware,72,50,22,6,5/23/2024,11/20/2024,7959,RON,No,George Nistor,Florin Nikolov,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",ejobs.ro,Onsite,Bulgaria,2300,4800,74,Red Hat,59,41,18,5,7/21/2024,11/5/2024,2395,BGN,No,George Petrov,Florin Petrov,English
DevOps Engineer,"As a DevOps Engineer, your role will involve automating and optimizing processes to support continuous integration and continuous deployment (CI/CD) pipelines. You will work closely with development and operations teams to ensure seamless development workflows and maintain robust production systems. Familiarity with tools like Docker, Kubernetes, Jenkins, and Terraform is required, along with experience in cloud computing (AWS, Azure, GCP) and infrastructure-as-code practices.",ejobs.ro,Remote,Bulgaria,2600,8300,20,ServiceNow,16,11,5,1,11/14/2024,12/17/2024,3675,BGN,No,George Petrov,Florin Petrov,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",LinkedIn,Onsite,Bulgaria,2500,6200,67,LG Electronics,54,38,16,4,8/5/2024,9/27/2024,2605,BGN,No,George Petrov,Florin Popescu,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",Google,Onsite,Bulgaria,2500,6200,48,Google,38,27,12,3,3/5/2024,7/22/2024,2809,BGN,No,George Popescu,Florin Stoyanov,English
DevOps Engineer,"As a DevOps Engineer, your role will involve automating and optimizing processes to support continuous integration and continuous deployment (CI/CD) pipelines. You will work closely with development and operations teams to ensure seamless development workflows and maintain robust production systems. Familiarity with tools like Docker, Kubernetes, Jenkins, and Terraform is required, along with experience in cloud computing (AWS, Azure, GCP) and infrastructure-as-code practices.",ejobs.ro,Onsite,Romania,4500,9500,75,Microsoft,35,25,11,3,5/12/2024,12/14/2024,6303,RON,No,George Radu,Florin Todorov,English
Full Stack Developer,"A Full Stack Developer is responsible for both the frontend and backend development of web applications. You will work on server-side logic, database management, and user interface design. Expertise in both frontend technologies (HTML, CSS, JavaScript) and backend languages (such as Node.js, Python, or Java) is essential. This role requires an understanding of RESTful APIs, databases, and cloud platforms to deliver scalable and reliable applications.",bestjobs.eu,Onsite,Romania,5000,10000,77,Apple,62,43,18,5,9/7/2024,10/15/2024,5928,RON,No,George Radu,Florin Todorov,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",LinkedIn,Onsite,Bulgaria,2500,6200,45,IBM,36,25,11,3,12/15/2024,6/4/2025,4540,BGN,No,George Todorov,Florin Toma,English
Frontend Developer,"As a Frontend Developer, you will be responsible for creating user-facing features for web applications. You will work closely with UX/UI designers to implement modern designs and ensure a smooth user experience. Your main focus will be on writing clean and efficient code using technologies such as HTML, CSS, and JavaScript (React, Angular, or Vue). You should have a solid understanding of cross-browser compatibility, responsive design, and web performance optimization.",ejobs.ro,Hybrid,Romania,4000,10000,91,Amazon,73,51,22,6,12/18/2024,10/21/2025,5132,RON,No,George Toma,Florin Vasiliev,English
